,n_cells,gft_score,svg_rank,cutoff_gft_score,pvalue,qvalue
ENSG00000141582,363,1.8361343829306167,2017,False,1.8493502757093025e-11,4.697803895599114e-10
ENSG00000177469,271,1.8360117431554186,2018,False,0.9998223240866468,1.0
ENSG00000076826,367,1.8359018906472477,2019,False,4.130774844285136e-24,2.19141161242651e-22
ENSG00000154001,452,1.835690292489134,2020,False,3.892444177202303e-07,7.580434768613665e-06
ENSG00000090615,446,1.8356686050470223,2021,False,0.07447818364649987,0.985342113641686
ENSG00000100030,1657,1.8356416965575115,2022,False,0.2883098983496473,1.0
ENSG00000183023,734,1.8352199187418146,2023,False,0.01384282302097426,0.1960322002772102
ENSG00000102678,288,1.834409337689979,2024,False,0.00025410855913481767,0.004103630921237652
ENSG00000135655,244,1.8342808520417584,2025,False,7.786620094501969e-07,1.4844426488573826e-05
ENSG00000171246,610,1.8342348270390456,2026,False,0.1069206611650888,1.0
ENSG00000145494,1654,1.8339764698763192,2027,False,5.424736861631838e-12,1.4173291728642032e-10
ENSG00000006015,1558,1.8335951409931504,2028,False,0.021555884465968317,0.2999496986577846
ENSG00000145428,497,1.8325260674839152,2029,False,2.1624983418030992e-18,8.261020133622351e-17
ENSG00000164167,379,1.8324276650142803,2030,False,2.4983039728730828e-05,0.00043277445319280075
ENSG00000170011,226,1.832334361311923,2031,False,0.0007598714663298623,0.011805608933566069
ENSG00000260025,412,1.831539093155209,2032,False,1.3830066580481443e-34,1.359619182609066e-32
ENSG00000138095,606,1.8314687705776562,2033,False,5.666893400062244e-07,1.0910961207721054e-05
ENSG00000134594,370,1.8311045005850946,2034,False,9.6709606231459e-29,6.717816915595135e-27
ENSG00000174238,998,1.8310317736139399,2035,False,8.649243669401377e-07,1.6439403777295243e-05
ENSG00000160211,288,1.8308402256430552,2036,False,6.140455265942159e-46,1.1397131894588325e-43
ENSG00000164182,708,1.8305707263250945,2037,False,3.8492449898374095e-16,1.2862119888782975e-14
ENSG00000196368,338,1.8304313343339615,2038,False,0.5335815286487195,1.0
ENSG00000198722,253,1.8303426058609233,2039,False,2.4048149251995257e-30,1.8075775638136883e-28
ENSG00000135677,316,1.8301407351263093,2040,False,0.06597781600382363,0.8773855696104879
ENSG00000198830,1331,1.8300561063977165,2041,False,0.9985647022595462,1.0
ENSG00000164620,444,1.8298820536192826,2042,False,4.058525843232358e-53,1.1770186495135957e-50
ENSG00000145920,2095,1.8294760048432366,2043,False,0.21167507872589553,1.0
ENSG00000112759,319,1.8294700606894048,2044,False,1.4344174350598544e-13,4.151325094696898e-12
ENSG00000119865,1151,1.8289519353339083,2045,False,0.03926643759781342,0.5326546928880583
ENSG00000184867,478,1.8281284335104682,2046,False,0.01666975977059969,0.2343014494902637
ENSG00000151150,883,1.8281221210977043,2047,False,5.318751580189915e-09,1.1737464387769664e-07
ENSG00000176396,501,1.8279614921139984,2048,False,0.0687234973917155,0.9130259572251342
ENSG00000119900,570,1.8279300949781117,2049,False,0.43722145706482207,1.0
ENSG00000165264,1642,1.8270334949144604,2050,False,0.878864728303504,1.0
ENSG00000198162,1049,1.8264034259854791,2051,False,0.9987502575966004,1.0
ENSG00000131378,426,1.8263625354198127,2052,False,0.0018838105867929422,0.028547432711859184
ENSG00000145912,1789,1.8263407779329863,2053,False,1.5704133925538403e-27,1.0092803171884678e-25
ENSG00000133265,843,1.8255996373011452,2054,False,1.3315339707764182e-23,6.8650665634748605e-22
ENSG00000134982,745,1.8254099886161261,2055,False,3.9730431783223245e-06,7.250515183330287e-05
ENSG00000134684,845,1.8253479619520496,2056,False,0.01666975977059969,0.2343014494902637
ENSG00000142156,546,1.8250736422426403,2057,False,0.32149643137368966,1.0
ENSG00000168546,398,1.8250620281665095,2058,False,0.9999343550793597,1.0
ENSG00000177410,985,1.8250065284187582,2059,False,4.982259375519734e-16,1.6560594600549386e-14
ENSG00000140391,2073,1.8248340258768194,2060,False,4.8541684445461884e-05,0.0008264759602078544
ENSG00000113013,1391,1.8243341143738945,2061,False,7.782157683593832e-05,0.0013033190931642934
ENSG00000196372,327,1.823877569808886,2062,False,0.9819751805599192,1.0
ENSG00000135929,157,1.8237985386463422,2063,False,1.3381354144800266e-72,1.0957397306638176e-69
ENSG00000206052,492,1.8236374102836619,2064,False,0.9964998927219966,1.0
ENSG00000141385,457,1.823614221865949,2065,False,8.234663270691394e-33,7.1465715590215154e-31
ENSG00000154174,588,1.823231486404901,2066,False,2.2462399753861586e-20,9.556505690304363e-19
ENSG00000152413,769,1.8224483577174964,2067,False,5.372562791536182e-07,1.0355719578242535e-05
ENSG00000164615,879,1.82177314124142,2068,False,3.660008278714841e-08,7.666162073227615e-07
ENSG00000147669,1243,1.8215437608985106,2069,False,0.9929467587663625,1.0
ENSG00000136193,1229,1.8212778925140731,2070,False,5.835639937861365e-12,1.5201215092090518e-10
ENSG00000137815,796,1.821109748171507,2071,False,1.1203408320887272e-11,2.8816991770620676e-10
ENSG00000104381,571,1.8210234443810305,2072,False,0.009144125093134049,0.13155354777343597
ENSG00000132692,1046,1.8204819326944692,2073,False,0.3561727742627152,1.0
ENSG00000157778,676,1.8203089687439538,2074,False,1.0,1.0
ENSG00000132640,748,1.8197827196453837,2075,False,0.9992401285336702,1.0
ENSG00000011295,400,1.818189359895446,2076,False,6.923976752690038e-08,1.4186861349427324e-06
ENSG00000149476,281,1.8180357886802307,2077,False,0.009676498211977164,0.13883955601718903
ENSG00000093010,821,1.8177376461647619,2078,False,0.004223911722563901,0.06245927012598299
ENSG00000143543,1734,1.8173728121830652,2079,False,0.9999999991583046,1.0
ENSG00000205581,644,1.8172860102976012,2080,False,0.6785035686263103,1.0
ENSG00000204564,485,1.8168901671720108,2081,False,2.5401758268066083e-06,4.6959673468836934e-05
ENSG00000185565,770,1.8166835216807935,2082,False,3.732217162241158e-05,0.0006409388134002265
ENSG00000137845,355,1.8163812863798847,2083,False,0.9950736211769134,1.0
ENSG00000164742,1299,1.816298281593633,2084,False,1.3211128153659846e-35,1.3806765427510227e-33
ENSG00000111615,256,1.8161806768883546,2085,False,0.9999996107555823,1.0
ENSG00000155093,1353,1.8157228260528187,2086,False,1.0202269866776795e-14,3.1337415200161525e-13
ENSG00000152214,235,1.8153537112339337,2087,False,0.9999999611951228,1.0
ENSG00000172336,673,1.8145723829635163,2088,False,1.4124516080383434e-09,3.2254096789378594e-08
ENSG00000116750,436,1.814337069367816,2089,False,7.386941276731088e-07,1.4113403088443702e-05
ENSG00000144647,468,1.8138511010949443,2090,False,0.003390945990462191,0.05051778597218502
ENSG00000175274,361,1.8130194945209828,2091,False,0.1128579648946047,1.0
ENSG00000038274,866,1.81259644097632,2092,False,1.9687960359914856e-43,3.164747752101907e-41
ENSG00000178449,1442,1.8118752235668512,2093,False,0.0007598714663298623,0.011805608933566069
ENSG00000077092,235,1.8109894179171095,2094,False,0.8257675947772622,1.0
ENSG00000126067,934,1.8108227465938778,2095,False,0.0003336833282432522,0.005331788427224673
ENSG00000168175,536,1.8103885332222307,2096,False,9.210155541956229e-05,0.0015339841196148271
ENSG00000132676,438,1.810382882364703,2097,False,0.69345105434159,1.0
ENSG00000158747,1674,1.8100309237860261,2098,False,1.6942055550976524e-08,3.635059517214276e-07
ENSG00000121741,384,1.8099573498134058,2099,False,5.1357638960316716e-14,1.5166023951329898e-12
ENSG00000164638,246,1.8097865226020384,2100,False,2.0312529214493726e-23,1.037276209548464e-21
ENSG00000169862,1502,1.8094687033966697,2101,False,0.4124587511997678,1.0
ENSG00000134970,465,1.8092652484112584,2102,False,0.034191859345263476,0.4670945500412172
ENSG00000167971,944,1.8092283523508563,2103,False,3.8956939765350514e-09,8.668508105297217e-08
ENSG00000112339,539,1.8090168880640305,2104,False,1.326315302478093e-13,3.844863184077545e-12
ENSG00000168032,214,1.8088595785879709,2105,False,2.046824430101217e-33,1.8720705238362551e-31
ENSG00000196126,677,1.8081616641369231,2106,False,1.4203807928477218e-25,8.211161122789881e-24
ENSG00000108679,640,1.8072411162522104,2107,False,0.06733984001717132,0.8951559702310141
ENSG00000165280,1081,1.8071514543155083,2108,False,0.9927374047220343,1.0
ENSG00000139625,716,1.807038932205478,2109,False,2.1413327607113236e-46,4.0833590307407337e-44
ENSG00000186106,616,1.8067812143117703,2110,False,0.7532469519613192,1.0
ENSG00000165916,1227,1.8059577510096905,2111,False,0.01666975977059969,0.2343014494902637
ENSG00000145247,644,1.8055916259999956,2112,False,0.025031898382801124,0.3462417425685646
ENSG00000158042,525,1.8054799804705262,2113,False,1.1434084918493933e-05,0.00020245319717802546
ENSG00000198822,784,1.805444628387236,2114,False,1.7987845369879663e-08,3.852317332680132e-07
ENSG00000043143,445,1.804745739751122,2115,False,0.9999996866825244,1.0
ENSG00000055130,476,1.8040932870671078,2116,False,0.0439491147041737,0.5932851700041846
ENSG00000080709,116,1.8026208842673197,2117,False,4.966924260088286e-104,1.9206193613686862e-100
ENSG00000107679,686,1.8022332765477063,2118,False,3.488985810910444e-41,4.896026918379081e-39
ENSG00000184349,249,1.8019972606516153,2119,False,6.276984175393888e-12,1.6332531991850154e-10
ENSG00000074842,737,1.8013719337071064,2120,False,0.5251991837986363,1.0
ENSG00000198010,216,1.8010981381948512,2121,False,2.0361473325477086e-39,2.5581482262189393e-37
ENSG00000157470,415,1.8009395393360437,2122,False,8.234663270691394e-33,7.1465715590215154e-31
ENSG00000138081,718,1.8009066004737322,2123,False,5.318751580189915e-09,1.1737464387769664e-07
ENSG00000180901,604,1.8008823380489367,2124,False,0.9993898534975959,1.0
ENSG00000077522,597,1.8004939273786582,2125,False,0.003612414261738063,0.053713713354064045
ENSG00000182195,910,1.8000506472636362,2126,False,6.19121568621731e-22,2.8824448818854575e-20
ENSG00000205937,1418,1.799162025072548,2127,False,0.000419738862032706,0.00665489075572022
ENSG00000142230,752,1.7983336879956293,2128,False,1.1982223072569009e-05,0.00021183526281406726
ENSG00000092148,538,1.7982418105429891,2129,False,7.764049351355908e-08,1.584747876161557e-06
ENSG00000135097,145,1.7979430179560771,2130,False,0.017563054755609344,0.2463100034172119
ENSG00000103512,671,1.7976528587269345,2131,False,0.1715378177758386,1.0
ENSG00000177181,319,1.7972153731738139,2132,False,2.194774690126123e-28,1.488911391537861e-26
ENSG00000183044,1134,1.7968343624514302,2133,False,1.6772236071664092e-13,4.833927155797078e-12
ENSG00000204653,723,1.7958629288097765,2134,False,9.36284684455753e-19,3.628506096872104e-17
ENSG00000145708,205,1.7958138621022244,2135,False,6.5266223082141885e-84,8.412420855178053e-81
ENSG00000186487,1067,1.7958084832815202,2136,False,2.927403805947322e-10,6.935170008320868e-09
ENSG00000109062,862,1.7955289993887027,2137,False,1.0912909263623883e-09,2.5126307312265877e-08
ENSG00000184432,400,1.794551429246081,2138,False,3.7820233143862365e-06,6.909163915998093e-05
ENSG00000100528,597,1.7944144932945674,2139,False,0.9824369452443906,1.0
ENSG00000179841,328,1.7939057559866625,2140,False,0.11694472309569653,1.0
ENSG00000176463,189,1.7924539593887725,2141,False,0.700807853252422,1.0
ENSG00000170634,1257,1.7923882587301914,2142,False,0.9633426287460899,1.0
ENSG00000131018,757,1.7923153095435884,2143,False,0.008393652225524335,0.12115742518221205
ENSG00000198791,623,1.791906101237547,2144,False,0.02323923342782054,0.32227815798031345
ENSG00000102931,717,1.7917672363322585,2145,False,2.4748589480888725e-13,7.059710556470487e-12
ENSG00000148660,1259,1.7916099506945786,2146,False,0.01421946897302859,0.2011204736088942
ENSG00000099814,802,1.7912910616292366,2147,False,4.625124460758991e-11,1.146443326627423e-09
ENSG00000111262,297,1.791134324866093,2148,False,0.012421020332234401,0.17661632617142672
ENSG00000172031,292,1.7905720766823077,2149,False,6.080087286186262e-103,2.2273193152097976e-99
ENSG00000198908,390,1.7896430149888887,2150,False,8.396721726325282e-22,3.8729937035265564e-20
ENSG00000153814,513,1.7889580068417301,2151,False,1.9753754950763867e-27,1.2648714441219907e-25
ENSG00000182872,541,1.7887247457839452,2152,False,0.9298710242459476,1.0
ENSG00000100442,1140,1.7885431894890957,2153,False,5.424736861631838e-12,1.4173291728642032e-10
ENSG00000054116,547,1.7884841282294706,2154,False,0.01023575909131627,0.14653162687533758
ENSG00000164902,466,1.7882112795992011,2155,False,2.0384334315186835e-34,1.987122275357217e-32
ENSG00000253948,353,1.787957735992269,2156,False,0.5586246458081382,1.0
ENSG00000066427,182,1.787565786710357,2157,False,5.733508759762407e-59,2.3201619680919266e-56
ENSG00000140403,714,1.7874562966061907,2158,False,2.282450846587975e-05,0.0003962704129749906
ENSG00000136205,336,1.7873978908646206,2159,False,0.07155646080866652,0.9475884657364166
ENSG00000198932,881,1.787256028210293,2160,False,1.0912909263623883e-09,2.5126307312265877e-08
ENSG00000071082,3605,1.7868950823872565,2161,False,1.293532897568403e-11,3.3173699407837856e-10
ENSG00000102316,1341,1.7862875427267961,2162,False,3.57093223758702e-05,0.0006141503091423727
ENSG00000105376,677,1.7861443148733738,2163,False,3.442757136542434e-14,1.0262325192321617e-12
ENSG00000163602,332,1.7859240943294215,2164,False,0.9865251876323073,1.0
ENSG00000149182,742,1.7850255571774525,2165,False,4.860122958300626e-15,1.5203497660328767e-13
ENSG00000110958,1745,1.7848475591087851,2166,False,0.9673748165076448,1.0
ENSG00000100697,244,1.7844650738894092,2167,False,0.38400984060459753,1.0
ENSG00000167112,539,1.7841669584492554,2168,False,0.9042711511942398,1.0
ENSG00000135363,241,1.783869136025628,2169,False,1.526746961000967e-26,9.346152641499139e-25
ENSG00000278558,258,1.7833439411989542,2170,False,0.62000759397896,1.0
ENSG00000168843,267,1.7833315565024672,2171,False,2.068127867493677e-19,8.325468146401915e-18
ENSG00000006715,638,1.782694663261478,2172,False,0.9162098413294975,1.0
ENSG00000152291,797,1.7818597334816046,2173,False,1.0,1.0
ENSG00000239789,399,1.7818524014425725,2174,False,7.117094106231126e-06,0.00012767246776650943
ENSG00000265491,293,1.781822237951045,2175,False,0.36801915432351345,1.0
ENSG00000139637,709,1.7805673046204982,2176,False,0.00024430677824316963,0.003951758904914657
ENSG00000159479,259,1.7797352809176137,2177,False,0.0007327713651228867,0.01140238922699086
ENSG00000137843,332,1.7796943828265261,2178,False,0.007923891278600782,0.11468589315328229
ENSG00000119616,145,1.7796515893543092,2179,False,4.6828094012024345e-57,1.7245307693917632e-54
ENSG00000116120,529,1.779619708165273,2180,False,0.4748008162013638,1.0
ENSG00000273238,569,1.7796085214915383,2181,False,8.46788496614032e-05,0.001415436852986715
ENSG00000133313,881,1.779608222326419,2182,False,0.9937318703955985,1.0
ENSG00000169271,153,1.7790696242749564,2183,False,7.338174884189755e-52,1.9494542003430975e-49
ENSG00000068383,571,1.7790365738021203,2184,False,0.060742238886077854,0.8105493892159765
ENSG00000111229,1682,1.7785140992780943,2185,False,1.6772236071664092e-13,4.833927155797078e-12
ENSG00000120727,1444,1.7781287628750855,2186,False,4.1853410438168734e-38,4.979677948184396e-36
ENSG00000125037,801,1.7779788636001224,2187,False,2.927403805947322e-10,6.935170008320868e-09
ENSG00000011332,581,1.7775799033579316,2188,False,0.05703325990857749,0.7629580154070431
ENSG00000196972,468,1.7772387932934894,2189,False,7.644475963117411e-29,5.342132445686661e-27
ENSG00000067560,1803,1.7769479677010014,2190,False,0.9417507537401432,1.0
ENSG00000169933,382,1.7768735382394265,2191,False,3.9281156783624707e-28,2.618846479612173e-26
ENSG00000136908,561,1.7766929824146995,2192,False,8.704198829360844e-09,1.8944214992194038e-07
ENSG00000106105,693,1.7765525379861264,2193,False,0.041088333510837946,0.5559603727395477
ENSG00000116288,2505,1.7762584002444606,2194,False,7.017173898059996e-16,2.3071065457096263e-14
ENSG00000115685,996,1.7758507495952753,2195,False,1.1356730071101006e-10,2.7590206268716765e-09
ENSG00000134014,303,1.7752123846677876,2196,False,5.775409247923167e-54,1.7945725305780528e-51
ENSG00000101146,297,1.7748557748022527,2197,False,2.1343899459731958e-07,4.226439993365421e-06
ENSG00000010017,627,1.7746641768935476,2198,False,0.9960310047755242,1.0
ENSG00000162889,283,1.77466075735939,2199,False,1.703018407662676e-21,7.747367930094066e-20
ENSG00000118402,360,1.774621822686239,2200,False,2.1826626336291248e-44,3.732660358264929e-42
ENSG00000176973,707,1.7742525070146455,2201,False,1.0166774806907367e-39,1.2913052470616966e-37
ENSG00000125844,269,1.774148837217046,2202,False,0.9824369452443906,1.0
ENSG00000085433,847,1.7736154665362698,2203,False,0.9875789796677656,1.0
ENSG00000187231,280,1.7727581081450232,2204,False,1.49968515019652e-42,2.2991669524300386e-40
ENSG00000133019,339,1.7724317728457122,2205,False,3.0091559669078583e-55,1.0167255746540033e-52
ENSG00000164466,531,1.7721961316545998,2206,False,0.9710339547451026,1.0
ENSG00000091640,572,1.7719521913498901,2207,False,0.0001337272123456984,0.0022019822497039336
ENSG00000165672,1134,1.77195172710024,2208,False,0.2401525175830712,1.0
ENSG00000118898,217,1.7718015816933648,2209,False,2.4954768086390468e-15,7.952930263086912e-14
ENSG00000185104,295,1.7707475559113917,2210,False,7.764183564348231e-19,3.0241094983865286e-17
ENSG00000162909,483,1.7706337339367175,2211,False,0.8090400171836537,1.0
ENSG00000168283,455,1.7704712566463063,2212,False,0.9999999266761403,1.0
ENSG00000119138,614,1.7693716963464887,2213,False,1.375716058506751e-20,5.918021786275714e-19
ENSG00000088992,538,1.76821536291392,2214,False,8.598695656629884e-29,5.9969207081335664e-27
ENSG00000182809,2101,1.7681488448925045,2215,False,0.7973593423623465,1.0
ENSG00000164828,393,1.7680987103079262,2216,False,0.9999999979269365,1.0
ENSG00000175264,945,1.7679415954879605,2217,False,2.7980986214514287e-12,7.42207702296641e-11
ENSG00000185825,1448,1.767913537023326,2218,False,0.00010881846690385938,0.0018050672787687505
ENSG00000164418,251,1.7674556354383832,2219,False,9.561984647777446e-17,3.2882422412148473e-15
ENSG00000101856,1372,1.766821828330995,2220,False,3.9331345896488537e-13,1.1074308349331666e-11
ENSG00000100316,3210,1.766596834044456,2221,False,0.00011820787094940167,0.001955690622863017
ENSG00000253230,370,1.7665962402738677,2222,False,0.7259024621093915,1.0
ENSG00000215712,440,1.7664746165976513,2223,False,3.029196547192572e-22,1.4362421489412735e-20
ENSG00000115540,565,1.7663538679813136,2224,False,0.0010122622262596535,0.015611835537279222
ENSG00000176407,479,1.766087498680947,2225,False,2.2331701485131453e-35,2.2993304359571424e-33
ENSG00000139641,308,1.7656228445488915,2226,False,1.6295070685906284e-51,4.216287713450667e-49
ENSG00000143473,304,1.765600398098719,2227,False,0.21782684008002134,1.0
ENSG00000136521,1418,1.7655242466332663,2228,False,0.4831943309291828,1.0
ENSG00000167434,416,1.7653320987995385,2229,False,2.7046943683143497e-14,8.096950973337324e-13
ENSG00000112851,325,1.765263574517925,2230,False,2.8077403393532197e-06,5.176858038791016e-05
ENSG00000075426,289,1.7652562235457656,2231,False,8.598695656629884e-29,5.9969207081335664e-27
ENSG00000113269,703,1.7651679333798889,2232,False,0.026290299996176374,0.36263904786602924
ENSG00000038219,608,1.7651262105447338,2233,False,3.8492449898374095e-16,1.2862119888782975e-14
ENSG00000028528,387,1.7650793608372888,2234,False,1.4203807928477218e-25,8.211161122789881e-24
ENSG00000163466,1349,1.7650625831182902,2235,False,0.01023575909131627,0.14653162687533758
ENSG00000138686,308,1.7646160536193736,2236,False,1.5955344862879183e-08,3.430755484708419e-07
ENSG00000114315,233,1.7644655535580491,2237,False,0.031118190952042043,0.4261926452443838
ENSG00000186318,483,1.7642205805502817,2238,False,0.6670983416639994,1.0
ENSG00000180776,251,1.7641216280001861,2239,False,0.9999999999932491,1.0
ENSG00000100220,490,1.763941904401035,2240,False,0.44553571002743964,1.0
ENSG00000133424,529,1.7637516441150392,2241,False,3.036506982721516e-11,7.602488263677443e-10
ENSG00000067836,1186,1.7628638645072963,2242,False,6.402967708664467e-09,1.4049937848440826e-07
ENSG00000164100,170,1.762832911319616,2243,False,0.1069206611650888,1.0
ENSG00000173545,260,1.7625912656115288,2244,False,0.9983543130401775,1.0
ENSG00000165119,2136,1.7624332177777093,2245,False,0.9956432193784727,1.0
ENSG00000056050,446,1.762113900800333,2246,False,0.008637571945780602,0.12452331866283421
ENSG00000075790,721,1.7618036766640093,2247,False,1.7221274643516937e-11,4.382624198594737e-10
ENSG00000026652,253,1.7616562691161815,2248,False,1.1376647816165434e-21,5.216375092345163e-20
ENSG00000072958,792,1.7607827804826164,2249,False,1.2417984564248174e-09,2.8487990074870685e-08
ENSG00000159733,219,1.759201695930816,2250,False,2.0820635550241053e-82,2.542408879631064e-79
ENSG00000159335,2484,1.7584571005830831,2251,False,2.2948441314578915e-15,7.326945642862631e-14
ENSG00000164332,460,1.7578094621005143,2252,False,2.8893667745644256e-13,8.21518846582164e-12
ENSG00000204394,387,1.7573720465214642,2253,False,1.399988440095872e-27,9.030863439175918e-26
ENSG00000177614,805,1.7573271638992047,2254,False,0.0038467781367865625,0.05706441977367233
ENSG00000146938,242,1.7572756810569485,2255,False,1.6344370021290303e-22,7.878204731418199e-21
ENSG00000100764,971,1.7567118833510071,2256,False,0.0512504062575896,0.6886425012628516
ENSG00000160460,681,1.7564507286176039,2257,False,5.1357638960316716e-14,1.5166023951329898e-12
ENSG00000175203,1305,1.7563847106008024,2258,False,0.9819751805599192,1.0
ENSG00000124406,806,1.7563143408625113,2259,False,4.982259375519734e-16,1.6560594600549386e-14
ENSG00000105373,979,1.7560910034565984,2260,False,0.5997995095992196,1.0
ENSG00000071242,408,1.7558158825754795,2261,False,8.401343509913203e-42,1.2259044834683571e-39
ENSG00000188021,903,1.7556719537593835,2262,False,0.9999999999999962,1.0
ENSG00000111052,177,1.755285906517903,2263,False,1.9968645528205831e-112,9.92765878903692e-109
ENSG00000047315,513,1.7551984299734813,2264,False,5.499575546188707e-08,1.1365364262416643e-06
ENSG00000118680,1859,1.7551016728009436,2265,False,0.9888725267500782,1.0
ENSG00000188690,1126,1.7541783829779702,2266,False,0.0008468078670984229,0.013121135083915743
ENSG00000179292,683,1.7541077644842575,2267,False,0.2026406576376535,1.0
ENSG00000058668,896,1.7538925611094278,2268,False,0.9819751805599192,1.0
ENSG00000140319,2981,1.7532648981175327,2269,False,3.732217162241158e-05,0.0006409388134002265
ENSG00000183049,848,1.7529436365292392,2270,False,1.898419757419093e-40,2.550872521136941e-38
ENSG00000172057,330,1.7526298946363958,2271,False,6.539665993933033e-26,3.863994926202143e-24
ENSG00000131966,849,1.7525688400096415,2272,False,0.9997251785770394,1.0
ENSG00000071051,478,1.752301204841921,2273,False,3.371828319471637e-13,9.52469374927042e-12
ENSG00000260804,413,1.7520969510518911,2274,False,3.492984884415376e-07,6.821584780652998e-06
ENSG00000272398,530,1.7520673999029843,2275,False,0.006650450526357029,0.09667700671149461
ENSG00000163541,844,1.7514860571609345,2276,False,7.229020483358883e-35,7.250137698414578e-33
ENSG00000089289,483,1.751406446258533,2277,False,2.526208647863413e-17,8.993913904563142e-16
ENSG00000167110,539,1.7508899426102524,2278,False,0.5957236964854402,1.0
ENSG00000104643,372,1.7505561547311235,2279,False,9.211635949954313e-08,1.8692565714993445e-06
ENSG00000144355,183,1.750220771200987,2280,False,2.5716963730442808e-48,5.4406409318953475e-46
ENSG00000175906,309,1.7497585037070638,2281,False,1.5061363012231315e-09,3.432586684980852e-08
ENSG00000053371,449,1.749492958867121,2282,False,0.026939072621179744,0.3712936595977938
ENSG00000119698,328,1.7494524696140425,2283,False,1.1977880467083312e-23,6.18925889016056e-22
ENSG00000196118,133,1.748995649894623,2284,False,1.0166774806907367e-39,1.2913052470616966e-37
ENSG00000102401,723,1.7487015434395767,2285,False,0.9326601599828287,1.0
ENSG00000110048,272,1.7484383145329498,2286,False,0.00012318272925190992,0.0020350947463656293
ENSG00000161654,367,1.7479377270385503,2287,False,6.402967708664467e-09,1.4049937848440826e-07
ENSG00000105393,1055,1.747585466844598,2288,False,0.5916374668920643,1.0
ENSG00000115694,959,1.7472937295125939,2289,False,5.344625894139336e-13,1.4880021986462227e-11
ENSG00000173113,1461,1.7467958694732613,2290,False,0.8440666220393729,1.0
ENSG00000099341,1712,1.7462374319658907,2291,False,4.046380582466602e-12,1.0631903834848206e-10
ENSG00000111218,352,1.746074452165507,2292,False,8.1557123772848e-37,8.939525060892931e-35
ENSG00000197217,359,1.745840915247511,2293,False,1.0694717466193808e-52,3.0015384089670542e-50
ENSG00000233016,514,1.7456311694409865,2294,False,0.16361483036808883,1.0
ENSG00000107816,329,1.7452382332731393,2295,False,3.254866358031106e-08,6.848475883736285e-07
ENSG00000185716,413,1.7452370255330694,2296,False,2.4951344692380627e-14,7.488924932692576e-13
ENSG00000256053,681,1.745064824180313,2297,False,4.146901436686774e-09,9.201009193396645e-08
ENSG00000182400,524,1.744697282593486,2298,False,0.4748008162013638,1.0
ENSG00000198369,332,1.7445105334091566,2299,False,5.424736861631838e-12,1.4173291728642032e-10
ENSG00000129562,1420,1.7443465155540827,2300,False,0.6555363787578451,1.0
ENSG00000116857,1486,1.744152011765102,2301,False,8.649243669401377e-07,1.6439403777295243e-05
ENSG00000110786,652,1.7440055415844111,2302,False,0.01802481944008085,0.25263323184106756
ENSG00000174903,993,1.7436608197217716,2303,False,0.44137535419186175,1.0
ENSG00000115234,925,1.7426487217210491,2304,False,2.5176830925373305e-07,4.967052576932267e-06
ENSG00000143862,977,1.7425863592016337,2305,False,0.9998911815330962,1.0
ENSG00000138777,459,1.7421977152607129,2306,False,0.0001337272123456984,0.0022019822497039336
ENSG00000106028,793,1.7416334817124026,2307,False,0.9993432755973436,1.0
ENSG00000166986,475,1.7411810724658356,2308,False,7.133025349902335e-18,2.6450614436640145e-16
ENSG00000143537,382,1.7407362581994497,2309,False,7.700706295023706e-09,1.6818016195924463e-07
ENSG00000171204,618,1.7407319379262491,2310,False,1.482052886690156e-16,5.04918874084267e-15
ENSG00000116544,523,1.7404543088671756,2311,False,8.556598800938841e-18,3.1444700666208625e-16
ENSG00000127418,193,1.7404206480982323,2312,False,5.424700754964722e-18,2.0288768325010434e-16
ENSG00000166111,742,1.7401734814188048,2313,False,0.08542369732429211,1.0
ENSG00000116560,1240,1.7399587976319009,2314,False,1.813333174806813e-13,5.2218840799679025e-12
ENSG00000130985,1572,1.7399510909580576,2315,False,0.9940946007577272,1.0
ENSG00000135956,551,1.7397873451500987,2316,False,0.0011654424607833505,0.01790288593846979
ENSG00000171703,1585,1.7394891052136443,2317,False,0.02323923342782054,0.32227815798031345
ENSG00000183092,477,1.7391362254640703,2318,False,1.1226317983533032e-06,2.1192904051042818e-05
ENSG00000214113,617,1.739084754827329,2319,False,6.5116146588675775e-18,2.4223738793359325e-16
ENSG00000073670,473,1.7385828865909645,2320,False,2.498468800739675e-16,8.441759600109582e-15
ENSG00000171130,2233,1.7385294094716244,2321,False,1.4928488818658413e-11,3.8130773103061986e-10
ENSG00000146826,308,1.7383274348530362,2322,False,0.000419738862032706,0.00665489075572022
ENSG00000100934,583,1.7382296517160134,2323,False,0.8202982224242927,1.0
ENSG00000126861,734,1.7381907858296823,2324,False,7.831625684448386e-06,0.00014005717445907952
ENSG00000142534,3273,1.7380158009915705,2325,False,0.00011820787094940167,0.001955690622863017
ENSG00000198168,854,1.7368684549492568,2326,False,0.08059364551714115,1.0
ENSG00000111843,850,1.7367761661724714,2327,False,0.7152755887335244,1.0
ENSG00000174516,483,1.7361825379822973,2328,False,1.9107590222349597e-51,4.889486878839077e-49
ENSG00000185728,413,1.7361551557591008,2329,False,1.5344491831668202e-14,4.665873797237064e-13
ENSG00000177700,2262,1.736071930872348,2330,False,0.008637571945780602,0.12452331866283421
ENSG00000254901,630,1.7351582623194306,2331,False,0.00045272224963666927,0.00716640987457767
